Epoch,Phase,Target,logit_0,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7
1,train,6,0.05828176438808441,-0.3248353600502014,-0.0629301369190216,-0.3550889492034912,-0.38195762038230896,0.014835461974143982,-0.3600909411907196,0.17040801048278809
1,train,3,0.21625907719135284,-0.28963953256607056,0.08136583119630814,-0.3804432153701782,-0.49075883626937866,0.1978917121887207,-0.44789111614227295,0.1317613422870636
1,train,3,0.0596761554479599,-0.3339237570762634,-0.04015447199344635,-0.3698478937149048,-0.4912804961204529,0.1647491753101349,-0.3844495117664337,0.091839998960495
1,train,2,0.04156595468521118,-0.3223852515220642,-0.10792829096317291,-0.2274513691663742,-0.33466464281082153,-0.04358382523059845,-0.31040364503860474,0.30155670642852783
1,train,6,0.09179648756980896,-0.354295015335083,-0.10493667423725128,-0.3451353907585144,-0.301099956035614,-0.16330739855766296,-0.4516972303390503,0.3132922351360321
1,train,4,0.08036185801029205,-0.3812529146671295,-0.05115099251270294,-0.2584676742553711,-0.41657373309135437,0.09667053073644638,-0.29127955436706543,0.2001696228981018
1,train,5,0.23853328824043274,-0.21185073256492615,0.14761890470981598,-0.2862958312034607,-0.45778608322143555,0.2666797637939453,-0.2601560950279236,0.12504981458187103
1,train,3,-0.09632730484008789,-0.3521408438682556,-0.18798954784870148,-0.18296867609024048,-0.48332852125167847,0.13954153656959534,-0.20181116461753845,0.18236710131168365
1,train,3,-0.1518246978521347,-0.4173833131790161,-0.2638152837753296,-0.11997641623020172,-0.4568237066268921,0.07850529253482819,-0.18044757843017578,0.2478114366531372
1,train,5,0.2650449573993683,-0.2674875855445862,0.14369916915893555,-0.40905869007110596,-0.5055764317512512,0.25085267424583435,-0.4341597855091095,0.0846020057797432
1,train,1,0.42410534620285034,-0.12784463167190552,0.4024896025657654,-0.5525722503662109,-0.7094676494598389,0.6615851521492004,-0.6009190082550049,-0.16363361477851868
1,train,6,0.02557086944580078,-0.2523167133331299,-0.03315078467130661,-0.1466200202703476,-0.2440355122089386,0.014041230082511902,-0.11670888215303421,0.25904905796051025
1,train,0,0.46871036291122437,-0.07019181549549103,0.4672735929489136,-0.4723059833049774,-0.6499471068382263,0.6780914068222046,-0.4644705355167389,-0.1344897300004959
1,train,6,0.48862403631210327,-0.1371091902256012,0.4953862726688385,-0.4286964535713196,-0.6286448240280151,0.7112709879875183,-0.39309269189834595,-0.14071856439113617
1,train,2,-0.09082086384296417,-0.4962000846862793,-0.23748943209648132,-0.2052532136440277,-0.2454962134361267,-0.18070611357688904,-0.24674779176712036,0.31404244899749756
1,train,3,-0.07305790483951569,-0.4252508878707886,-0.23400971293449402,-0.1486285924911499,-0.33406275510787964,-0.08860328793525696,-0.2768373191356659,0.35211896896362305
1,train,7,0.312446653842926,-0.11069343239068985,0.2782928943634033,-0.5527076125144958,-0.7273481488227844,0.5780034065246582,-0.5339052677154541,-0.15765075385570526
1,train,6,-0.055671483278274536,-0.3968592882156372,-0.1727771759033203,-0.008907169103622437,-0.37108081579208374,0.08772493898868561,-0.23536767065525055,0.3754425644874573
1,train,6,0.09131407737731934,-0.2588061988353729,-0.0030553266406059265,-0.3206479251384735,-0.5085645318031311,0.2185085415840149,-0.4068784713745117,0.1302064061164856
1,train,6,0.004293009638786316,-0.09538900852203369,0.07473843544721603,0.23022040724754333,-0.0400795042514801,0.11133679747581482,0.29523056745529175,0.3895060122013092
1,train,0,0.34098461270332336,0.014101147651672363,0.35319939255714417,-0.36057332158088684,-0.7450096607208252,0.7165150046348572,0.1659226417541504,-0.2494896501302719
1,train,4,-0.3095899820327759,-0.486435204744339,-0.3678787052631378,-0.31195420026779175,-0.4579394459724426,-0.0022296160459518433,-0.16647067666053772,0.05321398377418518
1,train,4,-0.06474766135215759,-0.4127601981163025,-0.2468859851360321,-0.19202587008476257,-0.26605790853500366,-0.210671529173851,-0.32167667150497437,0.38987964391708374
1,train,4,-0.06474766135215759,-0.4127601981163025,-0.2468859851360321,-0.19202587008476257,-0.26605790853500366,-0.210671529173851,-0.32167667150497437,0.38987964391708374
1,train,4,0.6402987837791443,-0.19659169018268585,0.5131725072860718,-0.5011067390441895,-0.7300097346305847,0.6787766814231873,-0.5244269371032715,-0.07996797561645508
1,train,4,-0.018390879034996033,-0.3759829103946686,-0.216680109500885,-0.14089366793632507,-0.21962352097034454,-0.24325399100780487,-0.3056129515171051,0.4622839689254761
1,train,2,-0.09709121286869049,-0.424236536026001,-0.21765992045402527,-0.1000005304813385,-0.33177173137664795,-0.02988573908805847,-0.0443476140499115,0.28123992681503296
1,train,2,-0.03520885109901428,-0.3289204239845276,-0.11591187864542007,-0.23135508596897125,-0.4455418586730957,0.1329236775636673,-0.20713600516319275,0.15119142830371857
1,train,6,-0.30406439304351807,-0.4359116554260254,-0.38281702995300293,-0.2899196743965149,-0.4423064887523651,-0.050050586462020874,-0.18866460025310516,0.11525270342826843
1,train,7,0.4022285044193268,0.03900273144245148,0.369939386844635,-0.480328768491745,-0.5632556080818176,0.45292893052101135,-0.23498769104480743,-0.09582455456256866
1,train,2,-0.1345200389623642,-0.4921697974205017,-0.31990230083465576,-0.2750549912452698,-0.5106686949729919,-0.030618295073509216,-0.16267190873622894,0.17630039155483246
1,train,7,0.5366109609603882,-0.18493983149528503,0.5022390484809875,-0.41463756561279297,-0.7260288000106812,0.7859794497489929,-0.27424800395965576,-0.1758238822221756
1,train,0,0.2085130661725998,-0.06072723865509033,0.19623398780822754,-0.12626786530017853,-0.4395366907119751,0.3797115087509155,0.11974270641803741,0.08893497288227081
1,train,7,-0.036010220646858215,-0.4052661657333374,-0.20805111527442932,-0.13997375965118408,-0.3362361192703247,-0.08002893626689911,-0.31830960512161255,0.3805878162384033
1,train,6,-0.13050778210163116,-0.391392320394516,-0.214277982711792,-0.15401683747768402,-0.2731449604034424,-0.07705335319042206,-0.12437818944454193,0.2606465816497803
1,train,7,0.29677674174308777,-0.16462409496307373,0.22963863611221313,-0.4123094081878662,-0.5740693807601929,0.41636669635772705,-0.4775794744491577,0.020167499780654907
1,train,3,-0.23260177671909332,-0.45120227336883545,-0.33680659532546997,-0.24327175319194794,-0.4887474775314331,0.02578689157962799,-0.19114844501018524,0.14453527331352234
1,train,0,0.6716271042823792,-0.06845070421695709,0.48405516147613525,-0.463946133852005,-0.8526744842529297,0.7062121033668518,-0.32236629724502563,-0.06929022073745728
1,train,6,0.3290409445762634,0.10733631253242493,0.30639633536338806,-0.5297998189926147,-0.5389121770858765,0.37138086557388306,-0.46397870779037476,-0.04436662793159485
1,train,7,-0.014019474387168884,-0.26259541511535645,-0.07251942157745361,-0.03265492618083954,-0.15784600377082825,-0.058744996786117554,-0.011641398072242737,0.35034483671188354
1,train,1,0.3223356604576111,-0.11082474887371063,0.24129104614257812,-0.252978652715683,-0.5625648498535156,0.43466728925704956,-0.08182589709758759,0.0538971871137619
1,train,3,-0.3061191439628601,-0.39430999755859375,-0.37861496210098267,-0.18779754638671875,-0.6741964221000671,0.23341061174869537,-0.07446132600307465,0.05538106709718704
1,train,5,0.5106378793716431,0.04057113826274872,0.4274767339229584,-0.4855427145957947,-0.3450169861316681,0.21173982322216034,-0.3780125379562378,0.0802537351846695
1,train,7,0.4787624478340149,-0.0033811330795288086,0.4267071783542633,-0.3144861161708832,-0.7710075378417969,0.7579429149627686,-0.013057544827461243,-0.12879115343093872
1,train,6,-0.38593125343322754,-0.5115733742713928,-0.38374316692352295,-0.3442481756210327,-0.24990640580654144,-0.17723840475082397,-0.20933957397937775,0.06947514414787292
1,train,6,-0.28041166067123413,-0.4073936641216278,-0.36622029542922974,-0.2451934963464737,-0.5338519215583801,0.06249356269836426,-0.1777203232049942,0.11446323990821838
1,train,0,0.2952781915664673,-0.05004698038101196,0.24361398816108704,-0.2559286952018738,-0.524323046207428,0.4105869233608246,-0.03407035768032074,0.03915823996067047
1,train,5,0.48661547899246216,0.012146547436714172,0.497365802526474,-0.2873479723930359,-0.41535723209381104,0.5115334987640381,-0.20069770514965057,0.028403565287590027
1,train,2,-0.03609268367290497,-0.5328847765922546,-0.21099096536636353,-0.18283583223819733,-0.2577141523361206,-0.1678335964679718,-0.17606039345264435,0.32248419523239136
1,train,3,-0.13988050818443298,-0.40188246965408325,-0.1860840618610382,0.07172073423862457,-0.510046124458313,0.3256645202636719,-0.06428022682666779,0.2525636851787567
1,train,0,0.39510780572891235,0.07445088028907776,0.37589821219444275,-0.5275604128837585,-0.6484348773956299,0.5486750602722168,-0.5435700416564941,-0.08939236402511597
1,train,1,0.6135647296905518,-0.0490792840719223,0.44602617621421814,-0.4355083703994751,-0.8687081336975098,0.7214334011077881,-0.20586411654949188,-0.09933045506477356
1,train,5,0.2977733612060547,0.0859764963388443,0.3168061673641205,-0.5708092451095581,-0.6679348945617676,0.5497002005577087,-0.5526354312896729,-0.1544181853532791
