Epoch,Phase,Loss,Accuracy,Precision,Recall,AUC,MSE,Confusion Matrix
1,train,1.9124553240319062,0.1926040061633282,0.453127153362587,0.19433697089947088,0.6871359301186166,12.476117103235747,"[[28, 19, 0, 0, 0, 22, 3, 8], [13, 31, 0, 0, 0, 23, 3, 10], [12, 1, 1, 0, 2, 29, 0, 39], [1, 0, 0, 1, 0, 50, 1, 27], [3, 0, 1, 0, 12, 1, 0, 64], [23, 16, 0, 0, 0, 33, 1, 7], [11, 10, 0, 0, 0, 25, 10, 24], [27, 18, 0, 0, 0, 28, 2, 9]]"
1,validation,1.8235686883418518,0.3136094674556213,0.5818060267171399,0.31979166666666664,0.7127937446964436,9.585798816568047,"[[6, 2, 0, 0, 0, 7, 0, 5], [0, 7, 0, 0, 0, 8, 4, 1], [2, 0, 1, 0, 0, 20, 0, 1], [0, 0, 0, 0, 0, 19, 0, 1], [0, 0, 0, 0, 21, 0, 0, 0], [8, 7, 0, 0, 0, 4, 1, 0], [0, 1, 0, 0, 0, 8, 10, 1], [1, 5, 0, 0, 0, 13, 1, 4]]"
2,train,1.7656695460685412,0.34514637904468415,0.4748943251413906,0.3474840167548501,0.7834039015822314,9.331278890600924,"[[30, 9, 2, 0, 0, 32, 3, 4], [9, 35, 0, 0, 0, 28, 6, 2], [20, 0, 12, 1, 11, 27, 0, 13], [2, 0, 0, 3, 1, 69, 1, 4], [2, 0, 1, 0, 61, 0, 0, 17], [4, 10, 2, 0, 0, 57, 3, 4], [9, 8, 0, 0, 0, 39, 20, 4], [24, 22, 2, 0, 2, 26, 2, 6]]"
2,validation,1.7675995114286975,0.3668639053254438,0.5841972355130249,0.38125000000000003,0.7422106427910206,8.071005917159763,"[[16, 2, 0, 0, 0, 2, 0, 0], [7, 8, 0, 0, 0, 3, 1, 1], [4, 0, 0, 0, 1, 19, 0, 0], [0, 0, 0, 0, 2, 18, 0, 0], [0, 0, 0, 0, 21, 0, 0, 0], [6, 5, 0, 0, 0, 9, 0, 0], [3, 0, 0, 0, 0, 9, 8, 0], [8, 4, 0, 0, 0, 12, 0, 0]]"
3,train,1.684120696204469,0.4899845916795069,0.5351530830333947,0.4919890873015873,0.8129309995290829,8.26040061633282,"[[28, 19, 1, 1, 0, 25, 1, 5], [7, 55, 1, 0, 0, 14, 0, 3], [11, 0, 45, 14, 5, 8, 0, 1], [2, 0, 0, 49, 1, 22, 1, 5], [2, 1, 0, 0, 72, 1, 0, 5], [5, 10, 3, 0, 0, 55, 4, 3], [8, 14, 0, 0, 0, 38, 12, 8], [30, 28, 2, 0, 0, 21, 1, 2]]"
3,validation,1.7392951948402902,0.46153846153846156,0.5570779550558962,0.4760416666666667,0.7480626349996142,5.881656804733728,"[[6, 1, 0, 0, 0, 13, 0, 0], [2, 9, 0, 0, 0, 7, 1, 1], [2, 0, 5, 17, 0, 0, 0, 0], [0, 0, 0, 20, 0, 0, 0, 0], [0, 0, 0, 0, 21, 0, 0, 0], [5, 5, 0, 0, 0, 10, 0, 0], [0, 0, 0, 0, 0, 13, 7, 0], [2, 2, 0, 0, 0, 20, 0, 0]]"
4,train,1.6027047391665183,0.6224961479198767,0.6533442176687173,0.6242035934744268,0.8431891229922102,7.342064714946071,"[[44, 5, 0, 0, 1, 20, 3, 7], [9, 55, 0, 1, 0, 13, 1, 1], [6, 0, 56, 17, 1, 2, 0, 2], [1, 0, 0, 77, 0, 1, 0, 1], [0, 0, 1, 0, 76, 1, 0, 3], [7, 8, 0, 0, 0, 60, 3, 2], [16, 9, 1, 0, 0, 31, 17, 6], [30, 17, 0, 2, 0, 13, 3, 19]]"
4,validation,1.679321337028368,0.4911242603550296,0.5520833333333334,0.5055059523809524,0.7783658226882452,5.686390532544379,"[[7, 9, 0, 0, 0, 4, 0, 0], [0, 13, 0, 0, 0, 6, 1, 0], [0, 0, 7, 17, 0, 0, 0, 0], [0, 0, 0, 19, 0, 0, 0, 1], [0, 0, 1, 0, 20, 0, 0, 0], [4, 6, 0, 0, 0, 10, 0, 0], [0, 1, 0, 0, 0, 12, 7, 0], [1, 10, 0, 0, 0, 13, 0, 0]]"
5,train,1.5427644050727456,0.5654853620955316,0.5789639243690505,0.5664076278659611,0.8610121113225622,7.073959938366718,"[[10, 11, 1, 1, 1, 37, 4, 15], [1, 57, 0, 0, 0, 16, 3, 3], [3, 0, 58, 16, 1, 5, 1, 0], [0, 0, 0, 74, 1, 1, 2, 2], [1, 0, 1, 0, 79, 0, 0, 0], [1, 13, 2, 0, 3, 58, 0, 3], [4, 4, 0, 0, 0, 54, 15, 3], [10, 26, 2, 0, 0, 22, 8, 16]]"
5,validation,1.6659085002876597,0.4556213017751479,0.5878586691086691,0.4669642857142857,0.78260919080427,6.585798816568047,"[[5, 2, 1, 0, 0, 12, 0, 0], [1, 8, 0, 0, 0, 10, 0, 1], [0, 0, 7, 17, 0, 0, 0, 0], [0, 0, 0, 19, 0, 1, 0, 0], [0, 0, 1, 0, 20, 0, 0, 0], [3, 5, 0, 0, 0, 12, 0, 0], [3, 1, 0, 0, 0, 11, 5, 0], [1, 4, 1, 0, 0, 17, 0, 1]]"
